Frame,Part of frame,Layer,X,Y
3749,64,1073741827,64,120
3749,64,1073741828,64,61
3749,65,805306368,65,61
3749,65,805306369,65,122
3749,65,805306370,65,166
3749,65,805306371,65,171
3749,65,805306372,65,224
3749,65,1073741824,65,223
3749,65,1073741825,65,170
3749,65,1073741826,65,165
3749,65,1073741827,65,121
3749,65,1073741828,65,60
3749,66,805306368,66,60
3749,66,805306369,66,123
3749,66,805306370,66,166
3749,66,805306371,66,171
3749,66,805306372,66,224
3749,66,1073741824,66,223
3749,66,1073741825,66,170
3749,66,1073741826,66,165
3749,66,1073741827,66,122
3749,66,1073741828,66,59
3749,67,805306368,67,59
3749,67,805306369,67,119
3749,67,805306370,67,166
3749,67,805306371,67,171
3749,67,805306372,67,222
3749,67,1073741824,67,221
3749,67,1073741825,67,170
3749,67,1073741826,67,165
3749,67,1073741827,67,118
3749,67,1073741828,67,58
3749,68,805306368,68,58
3749,68,805306369,68,119
3749,68,805306370,68,166
3749,68,805306371,68,171
3749,68,805306372,68,220
3749,68,1073741824,68,219
3749,68,1073741825,68,170
3749,68,1073741826,68,165
3749,68,1073741827,68,118
3749,68,1073741828,68,57
3749,69,805306368,69,57
3749,69,805306369,69,120
3749,69,805306370,69,166
3749,69,805306371,69,171
3749,69,805306372,69,219
3749,69,1073741824,69,218
3749,69,1073741825,69,170
3749,69,1073741826,69,165
3749,69,1073741827,69,119
3749,69,1073741828,69,56
3749,70,805306368,70,56
3749,70,805306369,70,121
3749,70,805306370,70,166
3749,70,805306371,70,171
3749,70,805306372,70,205
3749,70,805306373,70,210
3749,70,805306374,70,218
3749,70,1073741824,70,217
3749,70,1073741825,70,209
3749,70,1073741826,70,204
3749,70,1073741827,70,170
3749,70,1073741828,70,165
3749,70,1073741829,70,120
3749,70,1073741830,70,55
3749,71,805306368,71,55
3749,71,805306369,71,122
3749,71,805306370,71,166
3749,71,805306371,71,170
3749,71,805306372,71,202
3749,71,1073741824,71,201
3749,71,1073741825,71,169
3749,71,1073741826,71,165
3749,71,1073741827,71,121
3749,71,1073741828,71,54
3749,72,805306368,72,54
3749,72,805306369,72,123
3749,72,805306370,72,166
3749,72,805306371,72,170
3749,72,805306372,72,200
3749,72,1073741824,72,199
3749,72,1073741825,72,169
3749,72,1073741826,72,165
3749,72,1073741827,72,122
3749,72,1073741828,72,53
3749,73,805306368,73,53
