Frame,Part of frame,Layer,X,Y
2310,438,805306368,438,333
2310,438,1073741824,438,332
2310,439,805306368,439,334
2310,439,1073741824,439,333
2310,440,805306368,440,335
2310,440,1073741824,440,334
2310,441,805306368,441,336
2310,441,1073741824,441,335
2310,442,805306368,442,338
2310,442,1073741824,442,337
2310,443,805306368,443,340
2310,443,1073741824,443,339
2310,444,805306368,444,342
2310,444,1073741824,444,341
2310,445,805306368,445,344
2310,445,1073741824,445,343
2310,446,805306368,446,346
2310,446,1073741824,446,345
2310,447,805306368,447,348
2310,447,1073741824,447,347
2310,448,805306368,448,349
2310,448,1073741824,448,348
2310,449,805306368,449,351
2310,449,1073741824,449,350
2310,450,805306368,450,354
2310,450,1073741824,450,353
2310,451,805306368,451,355
2310,451,1073741824,451,354
2310,452,805306368,452,358
2310,452,1073741824,452,357
2310,453,1879048192,453,0
2310,453,2147483648,453,359
2310,454,1879048192,454,0
2310,454,2147483648,454,359
2310,455,1879048192,455,0
2310,455,2147483648,455,359
2310,456,1879048192,456,0
2310,456,2147483648,456,359
2310,457,1879048192,457,0
2310,457,2147483648,457,359
2310,458,1879048192,458,0
2310,458,2147483648,458,359
2310,459,1879048192,459,0
2310,459,2147483648,459,359
2310,460,1879048192,460,0
2310,460,2147483648,460,359
2310,461,1879048192,461,0
2310,461,2147483648,461,359
2310,462,1879048192,462,0
2310,462,2147483648,462,359
2310,463,1879048192,463,0
2310,463,2147483648,463,359
2310,464,1879048192,464,0
2310,464,2147483648,464,359
2310,465,1879048192,465,0
2310,465,2147483648,465,359
2310,466,1879048192,466,0
2310,466,2147483648,466,359
2310,467,1879048192,467,0
2310,467,2147483648,467,359
2310,468,1879048192,468,0
2310,468,2147483648,468,359
2310,469,1879048192,469,0
2310,469,2147483648,469,359
2310,470,1879048192,470,0
2310,470,2147483648,470,359
2310,471,1879048192,471,0
2310,471,2147483648,471,359
2310,472,1879048192,472,0
2310,472,2147483648,472,359
2310,473,1879048192,473,0
2310,473,2147483648,473,359
2310,474,1879048192,474,0
2310,474,2147483648,474,359
2310,475,1879048192,475,0
2310,475,2147483648,475,359
2310,476,1879048192,476,0
2310,476,2147483648,476,359
2310,477,1879048192,477,0
2310,477,2147483648,477,359
2310,478,1879048192,478,0
2310,478,2147483648,478,359
2310,479,1879048192,479,0
2310,479,2147483648,479,359
2311,0,1342177280,0,0
2311,479,1610612736,479,0
2311,0,1342177280,0,1
2311,479,1610612736,479,1
2311,0,1342177280,0,2
2311,479,1610612736,479,2
2311,0,1342177280,0,3
2311,479,1610612736,479,3
2311,0,1342177280,0,4
2311,479,1610612736,479,4
2311,0,1342177280,0,5
2311,479,1610612736,479,5
2311,217,268435456,217,6
2311,221,268435457,221,6
2311,220,536870912,220,6
2311,216,536870913,216,6
2311,214,268435456,214,7
2311,221,268435457,221,7
2311,220,536870912,220,7
2311,213,536870913,213,7
2311,188,268435456,188,8
2311,192,268435457,192,8
2311,211,268435458,211,8
2311,221,268435459,221,8
2311,220,536870912,220,8
2311,210,536870913,210,8
2311,191,536870914,191,8
2311,187,536870915,187,8
2311,186,268435456,186,9
2311,194,268435457,194,9
2311,209,268435458,209,9
2311,220,268435459,220,9
2311,219,536870912,219,9
2311,208,536870913,208,9
2311,193,536870914,193,9
2311,185,536870915,185,9
2311,184,268435456,184,10
2311,193,268435457,193,10
2311,207,268435458,207,10
2311,218,268435459,218,10
2311,217,536870912,217,10
2311,206,536870913,206,10
2311,192,536870914,192,10
2311,183,536870915,183,10
2311,183,268435456,183,11
2311,192,268435457,192,11
