Frame,Part of frame,Layer,X,Y
1695,156,1879048192,156,0
1695,156,2147483648,156,359
1695,157,1879048192,157,0
1695,157,2147483648,157,359
1695,158,1879048192,158,0
1695,158,2147483648,158,359
1695,159,1879048192,159,0
1695,159,2147483648,159,359
1695,160,1879048192,160,0
1695,160,2147483648,160,359
1695,161,1879048192,161,0
1695,161,2147483648,161,359
1695,162,1879048192,162,0
1695,162,2147483648,162,359
1695,163,1879048192,163,0
1695,163,2147483648,163,359
1695,164,1879048192,164,0
1695,164,2147483648,164,359
1695,165,1879048192,165,0
1695,165,2147483648,165,359
1695,166,1879048192,166,0
1695,166,2147483648,166,359
1695,167,1879048192,167,0
1695,167,2147483648,167,359
1695,168,1879048192,168,0
1695,168,2147483648,168,359
1695,169,1879048192,169,0
1695,169,2147483648,169,359
1695,170,1879048192,170,0
1695,170,2147483648,170,359
1695,171,1879048192,171,0
1695,171,2147483648,171,359
1695,172,1879048192,172,0
1695,172,2147483648,172,359
1695,173,1879048192,173,0
1695,173,2147483648,173,359
1695,174,1879048192,174,0
1695,174,2147483648,174,359
1695,175,1879048192,175,0
1695,175,2147483648,175,359
1695,176,1879048192,176,0
1695,176,2147483648,176,359
1695,177,1879048192,177,0
1695,177,2147483648,177,359
1695,178,1879048192,178,0
1695,178,2147483648,178,359
1695,179,1879048192,179,0
1695,179,2147483648,179,359
1695,180,1879048192,180,0
1695,180,2147483648,180,359
1695,181,1879048192,181,0
1695,181,2147483648,181,359
1695,182,1879048192,182,0
1695,182,2147483648,182,359
1695,183,1879048192,183,0
1695,183,2147483648,183,359
1695,184,1879048192,184,0
1695,184,2147483648,184,359
1695,185,1879048192,185,0
1695,185,2147483648,185,359
1695,186,1879048192,186,0
1695,186,2147483648,186,359
1695,187,1879048192,187,0
1695,187,2147483648,187,359
1695,188,1879048192,188,0
1695,188,2147483648,188,359
1695,189,1879048192,189,0
1695,189,2147483648,189,359
1695,190,1879048192,190,0
1695,190,2147483648,190,359
1695,191,1879048192,191,0
1695,191,2147483648,191,359
1695,192,1879048192,192,0
1695,192,2147483648,192,359
1695,193,1879048192,193,0
1695,193,2147483648,193,359
1695,194,1879048192,194,0
1695,194,2147483648,194,359
1695,195,1879048192,195,0
1695,195,2147483648,195,359
1695,196,1879048192,196,0
1695,196,2147483648,196,359
1695,197,1879048192,197,0
1695,197,2147483648,197,359
1695,198,805306368,198,135
1695,198,805306369,198,146
1695,198,1073741824,198,145
1695,198,1073741825,198,134
1695,199,805306368,199,133
1695,199,805306369,199,154
1695,199,1073741824,199,153
1695,199,1073741825,199,132
1695,200,805306368,200,133
1695,200,805306369,200,160
1695,200,1073741824,200,159
1695,200,1073741825,200,132
1695,201,805306368,201,133
1695,201,805306369,201,163
1695,201,1073741824,201,162
1695,201,1073741825,201,132
1695,202,805306368,202,136
1695,202,805306369,202,167
1695,202,1073741824,202,166
1695,202,1073741825,202,135
1695,203,805306368,203,141
1695,203,805306369,203,171
1695,203,1073741824,203,170
1695,203,1073741825,203,140
1695,204,805306368,204,145
1695,204,805306369,204,175
1695,204,1073741824,204,174
1695,204,1073741825,204,144
1695,205,805306368,205,145
1695,205,805306369,205,177
1695,205,1073741824,205,176
1695,205,1073741825,205,144
1695,206,805306368,206,143
1695,206,805306369,206,180
1695,206,1073741824,206,179
1695,206,1073741825,206,142
1695,207,805306368,207,142
1695,207,805306369,207,182
1695,207,1073741824,207,181
1695,207,1073741825,207,141
1695,208,805306368,208,141
1695,208,805306369,208,184
1695,208,1073741824,208,183
1695,208,1073741825,208,140
1695,209,805306368,209,142
1695,209,805306369,209,187
1695,209,1073741824,209,186
1695,209,1073741825,209,141
1695,210,805306368,210,143
1695,210,805306369,210,189
1695,210,1073741824,210,188
1695,210,1073741825,210,142
1695,211,805306368,211,144
1695,211,805306369,211,191
1695,211,1073741824,211,190
1695,211,1073741825,211,143
1695,212,805306368,212,145
1695,212,805306369,212,193
1695,212,1073741824,212,192
1695,212,1073741825,212,144
1695,213,805306368,213,146
1695,213,805306369,213,195
1695,213,1073741824,213,194
1695,213,1073741825,213,145
1695,214,805306368,214,147
1695,214,805306369,214,197
1695,214,1073741824,214,196
1695,214,1073741825,214,146
1695,215,805306368,215,149
1695,215,805306369,215,198
1695,215,1073741824,215,197
1695,215,1073741825,215,148
1695,216,805306368,216,150
1695,216,805306369,216,200
1695,216,1073741824,216,199
1695,216,1073741825,216,149
1695,217,805306368,217,151
1695,217,805306369,217,202
1695,217,1073741824,217,201
1695,217,1073741825,217,150
1695,218,805306368,218,153
1695,218,805306369,218,203
1695,218,1073741824,218,202
1695,218,1073741825,218,152
1695,219,805306368,219,154
1695,219,805306369,219,205
1695,219,1073741824,219,204
1695,219,1073741825,219,153
1695,220,805306368,220,155
1695,220,805306369,220,207
1695,220,1073741824,220,206
1695,220,1073741825,220,154
1695,221,805306368,221,156
1695,221,805306369,221,208
1695,221,1073741824,221,207
1695,221,1073741825,221,155
1695,222,805306368,222,157
1695,222,805306369,222,209
1695,222,1073741824,222,208
1695,222,1073741825,222,156
1695,223,805306368,223,159
1695,223,805306369,223,210
1695,223,1073741824,223,209
1695,223,1073741825,223,158
1695,224,805306368,224,160
1695,224,805306369,224,211
1695,224,1073741824,224,210
1695,224,1073741825,224,159
1695,225,805306368,225,161
1695,225,805306369,225,212
1695,225,1073741824,225,211
1695,225,1073741825,225,160
1695,226,805306368,226,163
1695,226,805306369,226,213
1695,226,1073741824,226,212
1695,226,1073741825,226,162
1695,227,805306368,227,164
1695,227,805306369,227,214
1695,227,1073741824,227,213
1695,227,1073741825,227,163
1695,228,805306368,228,165
1695,228,805306369,228,215
1695,228,1073741824,228,214
1695,228,1073741825,228,164
1695,229,805306368,229,166
1695,229,805306369,229,216
1695,229,1073741824,229,215
1695,229,1073741825,229,165
1695,230,805306368,230,168
1695,230,805306369,230,217
1695,230,1073741824,230,216
1695,230,1073741825,230,167
1695,231,805306368,231,169
1695,231,805306369,231,218
1695,231,1073741824,231,217
1695,231,1073741825,231,168
1695,232,805306368,232,170
1695,232,805306369,232,219
1695,232,1073741824,232,218
1695,232,1073741825,232,169
1695,233,805306368,233,172
1695,233,805306369,233,220
1695,233,1073741824,233,219
1695,233,1073741825,233,171
1695,234,805306368,234,173
1695,234,805306369,234,221
1695,234,1073741824,234,220
1695,234,1073741825,234,172
1695,235,805306368,235,174
1695,235,805306369,235,222
1695,235,1073741824,235,221
1695,235,1073741825,235,173
1695,236,805306368,236,175
1695,236,805306369,236,222
1695,236,1073741824,236,221
1695,236,1073741825,236,174
1695,237,805306368,237,176
1695,237,805306369,237,223
1695,237,1073741824,237,222
1695,237,1073741825,237,175
1695,238,805306368,238,177
1695,238,805306369,238,224
1695,238,1073741824,238,223
1695,238,1073741825,238,176
1695,239,805306368,239,179
1695,239,805306369,239,225
1695,239,1073741824,239,224
1695,239,1073741825,239,178
1695,240,805306368,240,180
1695,240,805306369,240,225
1695,240,1073741824,240,224
1695,240,1073741825,240,179
1695,241,805306368,241,181
1695,241,805306369,241,226
1695,241,1073741824,241,225
1695,241,1073741825,241,180
1695,242,805306368,242,183
1695,242,805306369,242,227
1695,242,1073741824,242,226
1695,242,1073741825,242,182
1695,243,805306368,243,184
1695,243,805306369,243,228
1695,243,1073741824,243,227
1695,243,1073741825,243,183
1695,244,805306368,244,185
1695,244,805306369,244,228
1695,244,1073741824,244,227
1695,244,1073741825,244,184
1695,245,805306368,245,187
1695,245,805306369,245,229
1695,245,1073741824,245,228
1695,245,1073741825,245,186
1695,246,805306368,246,188
1695,246,805306369,246,230
1695,246,1073741824,246,229
1695,246,1073741825,246,187
1695,247,805306368,247,189
1695,247,805306369,247,230
1695,247,1073741824,247,229
1695,247,1073741825,247,188
1695,248,805306368,248,191
1695,248,805306369,248,231
1695,248,1073741824,248,230
1695,248,1073741825,248,190
1695,249,805306368,249,193
1695,249,805306369,249,231
1695,249,1073741824,249,230
1695,249,1073741825,249,192
1695,250,805306368,250,194
1695,250,805306369,250,232
1695,250,1073741824,250,231
1695,250,1073741825,250,193
1695,251,805306368,251,196
1695,251,805306369,251,232
1695,251,1073741824,251,231
1695,251,1073741825,251,195
1695,252,805306368,252,198
1695,252,805306369,252,232
1695,252,1073741824,252,231
1695,252,1073741825,252,197
1695,253,805306368,253,200
1695,253,805306369,253,233
1695,253,1073741824,253,232
1695,253,1073741825,253,199
1695,254,805306368,254,202
1695,254,805306369,254,233
1695,254,1073741824,254,232
1695,254,1073741825,254,201
1695,255,805306368,255,205
1695,255,805306369,255,233
1695,255,1073741824,255,232
1695,255,1073741825,255,204
1695,256,805306368,256,208
1695,256,805306369,256,233
1695,256,1073741824,256,232
1695,256,1073741825,256,207
1695,257,805306368,257,211
1695,257,805306369,257,231
1695,257,1073741824,257,230
1695,257,1073741825,257,210
1695,258,805306368,258,216
1695,258,805306369,258,229
1695,258,1073741824,258,228
1695,258,1073741825,258,215
1695,259,1879048192,259,0
1695,259,2147483648,259,359
1695,260,1879048192,260,0
1695,260,2147483648,260,359
1695,261,1879048192,261,0
1695,261,2147483648,261,359
1695,262,1879048192,262,0
1695,262,2147483648,262,359
1695,263,1879048192,263,0
1695,263,2147483648,263,359
1695,264,1879048192,264,0
1695,264,2147483648,264,359
1695,265,1879048192,265,0
1695,265,2147483648,265,359
1695,266,1879048192,266,0
1695,266,2147483648,266,359
1695,267,1879048192,267,0
1695,267,2147483648,267,359
1695,268,1879048192,268,0
1695,268,2147483648,268,359
1695,269,1879048192,269,0
1695,269,2147483648,269,359
1695,270,1879048192,270,0
1695,270,2147483648,270,359
1695,271,1879048192,271,0
1695,271,2147483648,271,359
1695,272,1879048192,272,0
1695,272,2147483648,272,359
1695,273,1879048192,273,0
1695,273,2147483648,273,359
1695,274,1879048192,274,0
1695,274,2147483648,274,359
1695,275,1879048192,275,0
1695,275,2147483648,275,359
1695,276,1879048192,276,0
1695,276,2147483648,276,359
1695,277,1879048192,277,0
1695,277,2147483648,277,359
1695,278,1879048192,278,0
1695,278,2147483648,278,359
1695,279,1879048192,279,0
1695,279,2147483648,279,359
1695,280,1879048192,280,0
1695,280,2147483648,280,359
1695,281,1879048192,281,0
1695,281,2147483648,281,359
1695,282,1879048192,282,0
1695,282,2147483648,282,359
1695,283,1879048192,283,0
1695,283,2147483648,283,359
1695,284,1879048192,284,0
1695,284,2147483648,284,359
1695,285,1879048192,285,0
1695,285,2147483648,285,359
1695,286,1879048192,286,0
1695,286,2147483648,286,359
1695,287,1879048192,287,0
1695,287,2147483648,287,359
1695,288,1879048192,288,0
1695,288,2147483648,288,359
1695,289,1879048192,289,0
1695,289,2147483648,289,359
1695,290,1879048192,290,0
1695,290,2147483648,290,359
1695,291,1879048192,291,0
1695,291,2147483648,291,359
1695,292,1879048192,292,0
1695,292,2147483648,292,359
1695,293,1879048192,293,0
1695,293,2147483648,293,359
1695,294,1879048192,294,0
1695,294,2147483648,294,359
1695,295,1879048192,295,0
1695,295,2147483648,295,359
1695,296,1879048192,296,0
1695,296,2147483648,296,359
1695,297,1879048192,297,0
1695,297,2147483648,297,359
1695,298,1879048192,298,0
1695,298,2147483648,298,359
1695,299,1879048192,299,0
1695,299,2147483648,299,359
1695,300,1879048192,300,0
1695,300,2147483648,300,359
1695,301,1879048192,301,0
1695,301,2147483648,301,359
1695,302,1879048192,302,0
1695,302,2147483648,302,359
1695,303,1879048192,303,0
1695,303,2147483648,303,359
1695,304,1879048192,304,0
1695,304,2147483648,304,359
1695,305,1879048192,305,0
1695,305,2147483648,305,359
1695,306,1879048192,306,0
1695,306,2147483648,306,359
1695,307,1879048192,307,0
1695,307,2147483648,307,359
1695,308,1879048192,308,0
1695,308,2147483648,308,359
1695,309,1879048192,309,0
1695,309,2147483648,309,359
1695,310,1879048192,310,0
1695,310,2147483648,310,359
1695,311,1879048192,311,0
1695,311,2147483648,311,359
1695,312,1879048192,312,0
1695,312,2147483648,312,359
1695,313,1879048192,313,0
1695,313,2147483648,313,359
1695,314,1879048192,314,0
1695,314,2147483648,314,359
1695,315,1879048192,315,0
1695,315,2147483648,315,359
1695,316,1879048192,316,0
1695,316,2147483648,316,359
1695,317,1879048192,317,0
1695,317,2147483648,317,359
1695,318,1879048192,318,0
1695,318,2147483648,318,359
1695,319,1879048192,319,0
1695,319,2147483648,319,359
1695,320,1879048192,320,0
1695,320,2147483648,320,359
1695,321,1879048192,321,0
1695,321,2147483648,321,359
1695,322,1879048192,322,0
1695,322,2147483648,322,359
1695,323,1879048192,323,0
1695,323,2147483648,323,359
1695,324,1879048192,324,0
1695,324,2147483648,324,359
1695,325,1879048192,325,0
1695,325,2147483648,325,359
1695,326,1879048192,326,0
1695,326,2147483648,326,359
1695,327,1879048192,327,0
1695,327,2147483648,327,359
1695,328,1879048192,328,0
1695,328,2147483648,328,359
1695,329,1879048192,329,0
1695,329,2147483648,329,359
1695,330,1879048192,330,0
1695,330,2147483648,330,359
1695,331,1879048192,331,0
1695,331,2147483648,331,359
1695,332,1879048192,332,0
1695,332,2147483648,332,359
1695,333,1879048192,333,0
1695,333,2147483648,333,359
1695,334,1879048192,334,0
1695,334,2147483648,334,359
1695,335,1879048192,335,0
1695,335,2147483648,335,359
1695,336,1879048192,336,0
1695,336,2147483648,336,359
1695,337,1879048192,337,0
1695,337,2147483648,337,359
1695,338,1879048192,338,0
1695,338,2147483648,338,359
1695,339,1879048192,339,0
1695,339,2147483648,339,359
1695,340,1879048192,340,0
1695,340,2147483648,340,359
1695,341,1879048192,341,0
1695,341,2147483648,341,359
1695,342,1879048192,342,0
1695,342,2147483648,342,359
1695,343,1879048192,343,0
1695,343,2147483648,343,359
1695,344,1879048192,344,0
1695,344,2147483648,344,359
1695,345,1879048192,345,0
1695,345,2147483648,345,359
1695,346,1879048192,346,0
1695,346,2147483648,346,359
1695,347,1879048192,347,0
1695,347,2147483648,347,359
1695,348,1879048192,348,0
1695,348,2147483648,348,359
1695,349,1879048192,349,0
1695,349,2147483648,349,359
1695,350,1879048192,350,0
1695,350,2147483648,350,359
1695,351,1879048192,351,0
1695,351,2147483648,351,359
1695,352,1879048192,352,0
1695,352,2147483648,352,359
1695,353,1879048192,353,0
1695,353,2147483648,353,359
1695,354,1879048192,354,0
1695,354,2147483648,354,359
1695,355,1879048192,355,0
1695,355,2147483648,355,359
1695,356,1879048192,356,0
1695,356,2147483648,356,359
1695,357,1879048192,357,0
1695,357,2147483648,357,359
1695,358,1879048192,358,0
1695,358,2147483648,358,359
1695,359,1879048192,359,0
1695,359,2147483648,359,359
1695,360,1879048192,360,0
1695,360,2147483648,360,359
1695,361,1879048192,361,0
1695,361,2147483648,361,359
1695,362,1879048192,362,0
1695,362,2147483648,362,359
1695,363,1879048192,363,0
1695,363,2147483648,363,359
1695,364,1879048192,364,0
1695,364,2147483648,364,359
1695,365,1879048192,365,0
1695,365,2147483648,365,359
1695,366,1879048192,366,0
1695,366,2147483648,366,359
1695,367,1879048192,367,0
1695,367,2147483648,367,359
1695,368,1879048192,368,0
1695,368,2147483648,368,359
1695,369,1879048192,369,0
1695,369,2147483648,369,359
1695,370,1879048192,370,0
1695,370,2147483648,370,359
1695,371,1879048192,371,0
1695,371,2147483648,371,359
1695,372,1879048192,372,0
1695,372,2147483648,372,359
1695,373,1879048192,373,0
1695,373,2147483648,373,359
1695,374,1879048192,374,0
1695,374,2147483648,374,359
1695,375,1879048192,375,0
1695,375,2147483648,375,359
1695,376,1879048192,376,0
1695,376,2147483648,376,359
1695,377,1879048192,377,0
1695,377,2147483648,377,359
1695,378,1879048192,378,0
1695,378,2147483648,378,359
1695,379,1879048192,379,0
1695,379,2147483648,379,359
1695,380,1879048192,380,0
1695,380,2147483648,380,359
1695,381,1879048192,381,0
1695,381,2147483648,381,359
1695,382,1879048192,382,0
1695,382,2147483648,382,359
1695,383,1879048192,383,0
1695,383,2147483648,383,359
1695,384,1879048192,384,0
1695,384,2147483648,384,359
1695,385,1879048192,385,0
1695,385,2147483648,385,359
1695,386,1879048192,386,0
1695,386,2147483648,386,359
1695,387,1879048192,387,0
1695,387,2147483648,387,359
1695,388,1879048192,388,0
1695,388,2147483648,388,359
1695,389,1879048192,389,0
1695,389,2147483648,389,359
1695,390,1879048192,390,0
1695,390,2147483648,390,359
1695,391,1879048192,391,0
1695,391,2147483648,391,359
1695,392,1879048192,392,0
1695,392,2147483648,392,359
1695,393,1879048192,393,0
1695,393,2147483648,393,359
1695,394,1879048192,394,0
1695,394,2147483648,394,359
1695,395,1879048192,395,0
1695,395,2147483648,395,359
1695,396,1879048192,396,0
1695,396,2147483648,396,359
1695,397,1879048192,397,0
1695,397,2147483648,397,359
1695,398,1879048192,398,0
1695,398,2147483648,398,359
1695,399,1879048192,399,0
1695,399,2147483648,399,359
1695,400,1879048192,400,0
1695,400,2147483648,400,359
1695,401,1879048192,401,0
1695,401,2147483648,401,359
1695,402,1879048192,402,0
1695,402,2147483648,402,359
1695,403,1879048192,403,0
1695,403,2147483648,403,359
1695,404,1879048192,404,0
1695,404,2147483648,404,359
1695,405,1879048192,405,0
1695,405,2147483648,405,359
1695,406,1879048192,406,0
1695,406,2147483648,406,359
1695,407,1879048192,407,0
1695,407,2147483648,407,359
1695,408,1879048192,408,0
1695,408,2147483648,408,359
1695,409,1879048192,409,0
1695,409,2147483648,409,359
1695,410,1879048192,410,0
1695,410,2147483648,410,359
1695,411,1879048192,411,0
1695,411,2147483648,411,359
1695,412,1879048192,412,0
1695,412,2147483648,412,359
1695,413,1879048192,413,0
1695,413,2147483648,413,359
1695,414,1879048192,414,0
1695,414,2147483648,414,359
1695,415,1879048192,415,0
1695,415,2147483648,415,359
1695,416,1879048192,416,0
1695,416,2147483648,416,359
1695,417,1879048192,417,0
1695,417,2147483648,417,359
1695,418,1879048192,418,0
1695,418,2147483648,418,359
1695,419,1879048192,419,0
1695,419,2147483648,419,359
1695,420,1879048192,420,0
1695,420,2147483648,420,359
1695,421,1879048192,421,0
1695,421,2147483648,421,359
1695,422,1879048192,422,0
1695,422,2147483648,422,359
1695,423,1879048192,423,0
1695,423,2147483648,423,359
1695,424,1879048192,424,0
1695,424,2147483648,424,359
1695,425,1879048192,425,0
1695,425,2147483648,425,359
1695,426,1879048192,426,0
1695,426,2147483648,426,359
1695,427,1879048192,427,0
1695,427,2147483648,427,359
1695,428,1879048192,428,0
1695,428,2147483648,428,359
1695,429,1879048192,429,0
1695,429,2147483648,429,359
1695,430,1879048192,430,0
1695,430,2147483648,430,359
1695,431,1879048192,431,0
1695,431,2147483648,431,359
1695,432,1879048192,432,0
1695,432,2147483648,432,359
1695,433,1879048192,433,0
1695,433,2147483648,433,359
1695,434,1879048192,434,0
1695,434,2147483648,434,359
1695,435,1879048192,435,0
1695,435,2147483648,435,359
1695,436,1879048192,436,0
1695,436,2147483648,436,359
1695,437,1879048192,437,0
1695,437,2147483648,437,359
1695,438,1879048192,438,0
1695,438,2147483648,438,359
1695,439,1879048192,439,0
1695,439,2147483648,439,359
1695,440,1879048192,440,0
1695,440,2147483648,440,359
1695,441,1879048192,441,0
1695,441,2147483648,441,359
1695,442,1879048192,442,0
1695,442,2147483648,442,359
1695,443,1879048192,443,0
1695,443,2147483648,443,359
1695,444,1879048192,444,0
1695,444,2147483648,444,359
1695,445,1879048192,445,0
1695,445,2147483648,445,359
1695,446,1879048192,446,0
1695,446,2147483648,446,359
1695,447,1879048192,447,0
1695,447,2147483648,447,359
1695,448,1879048192,448,0
1695,448,2147483648,448,359
1695,449,1879048192,449,0
1695,449,2147483648,449,359
1695,450,1879048192,450,0
1695,450,2147483648,450,359
1695,451,1879048192,451,0
1695,451,2147483648,451,359
1695,452,1879048192,452,0
1695,452,2147483648,452,359
1695,453,1879048192,453,0
1695,453,2147483648,453,359
1695,454,1879048192,454,0
1695,454,2147483648,454,359
1695,455,1879048192,455,0
1695,455,2147483648,455,359
1695,456,1879048192,456,0
1695,456,2147483648,456,359
1695,457,1879048192,457,0
1695,457,2147483648,457,359
