Frame,Part of frame,Layer,X,Y
2944,260,805306368,260,226
2944,260,1073741824,260,225
2944,261,805306368,261,226
2944,261,1073741824,261,225
2944,262,805306368,262,226
2944,262,1073741824,262,225
2944,263,805306368,263,226
2944,263,1073741824,263,225
2944,264,805306368,264,226
2944,264,1073741824,264,225
2944,265,805306368,265,227
2944,265,1073741824,265,226
2944,266,805306368,266,227
2944,266,1073741824,266,226
2944,267,805306368,267,227
2944,267,1073741824,267,226
2944,268,805306368,268,227
2944,268,1073741824,268,226
2944,269,805306368,269,228
2944,269,1073741824,269,227
2944,270,805306368,270,228
2944,270,1073741824,270,227
2944,271,805306368,271,228
2944,271,1073741824,271,227
2944,272,805306368,272,228
2944,272,1073741824,272,227
2944,273,805306368,273,223
2944,273,1073741824,273,222
2944,274,805306368,274,215
2944,274,1073741824,274,214
2944,275,805306368,275,207
2944,275,1073741824,275,206
2944,276,805306368,276,199
2944,276,1073741824,276,198
2944,277,805306368,277,191
2944,277,1073741824,277,190
2944,278,805306368,278,185
2944,278,1073741824,278,184
2944,279,805306368,279,178
2944,279,1073741824,279,177
2944,280,805306368,280,173
2944,280,1073741824,280,172
2944,281,805306368,281,167
2944,281,1073741824,281,166
2944,282,805306368,282,163
2944,282,1073741824,282,162
2944,283,805306368,283,160
2944,283,1073741824,283,159
2944,284,805306368,284,157
2944,284,1073741824,284,156
2944,285,805306368,285,154
2944,285,1073741824,285,153
2944,286,805306368,286,151
2944,286,1073741824,286,150
2944,287,805306368,287,149
2944,287,1073741824,287,148
2944,288,805306368,288,147
2944,288,1073741824,288,146
2944,289,805306368,289,145
2944,289,1073741824,289,144
2944,290,805306368,290,144
2944,290,1073741824,290,143
2944,291,805306368,291,142
2944,291,1073741824,291,141
2944,292,805306368,292,141
2944,292,1073741824,292,140
2944,293,805306368,293,140
2944,293,1073741824,293,139
2944,294,805306368,294,140
2944,294,1073741824,294,139
2944,295,805306368,295,139
2944,295,1073741824,295,138
2944,296,805306368,296,138
2944,296,1073741824,296,137
2944,297,805306368,297,137
2944,297,1073741824,297,136
2944,298,805306368,298,136
2944,298,1073741824,298,135
2944,299,805306368,299,136
2944,299,1073741824,299,135
2944,300,805306368,300,135
2944,300,1073741824,300,134
2944,301,805306368,301,135
2944,301,1073741824,301,134
2944,302,805306368,302,134
2944,302,1073741824,302,133
2944,303,805306368,303,134
2944,303,1073741824,303,133
2944,304,805306368,304,134
2944,304,1073741824,304,133
2944,305,805306368,305,133
2944,305,1073741824,305,132
2944,306,805306368,306,133
2944,306,1073741824,306,132
2944,307,805306368,307,132
2944,307,1073741824,307,131
2944,308,805306368,308,132
2944,308,805306369,308,242
2944,308,805306370,308,249
2944,308,1073741824,308,248
2944,308,1073741825,308,241
2944,308,1073741826,308,131
2944,309,805306368,309,132
2944,309,805306369,309,237
2944,309,805306370,309,250
2944,309,1073741824,309,249
2944,309,1073741825,309,236
2944,309,1073741826,309,131
2944,310,805306368,310,132
2944,310,805306369,310,232
2944,310,805306370,310,251
2944,310,1073741824,310,250
2944,310,1073741825,310,231
2944,310,1073741826,310,131
2944,311,805306368,311,132
2944,311,805306369,311,225
2944,311,805306370,311,253
2944,311,1073741824,311,252
2944,311,1073741825,311,224
2944,311,1073741826,311,131
2944,312,805306368,312,131
2944,312,805306369,312,220
2944,312,805306370,312,254
2944,312,1073741824,312,253
2944,312,1073741825,312,219
2944,312,1073741826,312,130
2944,313,805306368,313,131
2944,313,805306369,313,214
2944,313,805306370,313,255
2944,313,1073741824,313,254
2944,313,1073741825,313,213
2944,313,1073741826,313,130
2944,314,805306368,314,131
2944,314,805306369,314,207
2944,314,805306370,314,257
2944,314,1073741824,314,256
2944,314,1073741825,314,206
2944,314,1073741826,314,130
2944,315,805306368,315,131
2944,315,805306369,315,200
2944,315,805306370,315,259
2944,315,1073741824,315,258
2944,315,1073741825,315,199
2944,315,1073741826,315,130
2944,316,805306368,316,131
2944,316,805306369,316,193
