Frame,Part of frame,Layer,X,Y
3147,286,805306372,286,212
3147,286,1073741824,286,211
3147,286,1073741825,286,187
3147,286,1073741826,286,185
3147,286,1073741827,286,179
3147,286,1073741828,286,80
3147,287,805306368,287,80
3147,287,805306369,287,180
3147,287,805306370,287,187
3147,287,805306371,287,189
3147,287,805306372,287,211
3147,287,1073741824,287,210
3147,287,1073741825,287,188
3147,287,1073741826,287,186
3147,287,1073741827,287,179
3147,287,1073741828,287,79
3147,288,805306368,288,79
3147,288,805306369,288,180
3147,288,805306370,288,187
3147,288,805306371,288,190
3147,288,805306372,288,210
3147,288,1073741824,288,209
3147,288,1073741825,288,189
3147,288,1073741826,288,186
3147,288,1073741827,288,179
3147,288,1073741828,288,78
3147,289,805306368,289,78
3147,289,805306369,289,180
3147,289,805306370,289,188
3147,289,805306371,289,190
3147,289,805306372,289,207
3147,289,1073741824,289,206
3147,289,1073741825,289,189
3147,289,1073741826,289,187
3147,289,1073741827,289,179
3147,289,1073741828,289,77
3147,290,805306368,290,77
3147,290,805306369,290,180
3147,290,805306370,290,188
3147,290,805306371,290,191
3147,290,805306372,290,203
3147,290,1073741824,290,202
3147,290,1073741825,290,190
3147,290,1073741826,290,187
3147,290,1073741827,290,179
3147,290,1073741828,290,76
3147,291,805306368,291,76
3147,291,805306369,291,180
3147,291,805306370,291,188
3147,291,805306371,291,192
3147,291,805306372,291,199
3147,291,1073741824,291,198
3147,291,1073741825,291,191
3147,291,1073741826,291,187
3147,291,1073741827,291,179
3147,291,1073741828,291,75
3147,292,805306368,292,76
3147,292,805306369,292,180
3147,292,805306370,292,189
3147,292,805306371,292,192
3147,292,805306372,292,195
3147,292,1073741824,292,194
3147,292,1073741825,292,191
3147,292,1073741826,292,188
3147,292,1073741827,292,179
3147,292,1073741828,292,75
3147,293,805306368,293,75
3147,293,805306369,293,180
3147,293,805306370,293,188
3147,293,1073741824,293,187
3147,293,1073741825,293,179
3147,293,1073741826,293,74
3147,294,805306368,294,74
3147,294,805306369,294,181
3147,294,805306370,294,184
3147,294,1073741824,294,183
3147,294,1073741825,294,180
3147,294,1073741826,294,73
3147,295,805306368,295,73
3147,295,1073741824,295,72
3147,296,805306368,296,73
3147,296,1073741824,296,72
3147,297,805306368,297,72
3147,297,1073741824,297,71
3147,298,805306368,298,71
3147,298,1073741824,298,70
3147,299,805306368,299,71
3147,299,1073741824,299,70
3147,300,805306368,300,70
3147,300,1073741824,300,69
3147,301,805306368,301,70
3147,301,1073741824,301,69
3147,302,805306368,302,70
3147,302,1073741824,302,69
3147,303,805306368,303,69
3147,303,1073741824,303,68
3147,304,805306368,304,69
3147,304,1073741824,304,68
3147,305,805306368,305,69
3147,305,1073741824,305,68
3147,306,805306368,306,68
3147,306,1073741824,306,67
3147,307,805306368,307,68
3147,307,1073741824,307,67
3147,308,805306368,308,68
3147,308,1073741824,308,67
3147,309,805306368,309,68
3147,309,1073741824,309,67
3147,310,805306368,310,67
3147,310,1073741824,310,66
3147,311,805306368,311,67
3147,311,1073741824,311,66
3147,312,805306368,312,66
3147,312,1073741824,312,65
3147,313,805306368,313,65
3147,313,1073741824,313,64
3147,314,805306368,314,64
