Frame,Part of frame,Layer,X,Y
2233,72,805306370,72,208
2233,72,805306371,72,328
2233,72,1073741824,72,327
2233,72,1073741825,72,207
2233,72,1073741826,72,203
2233,72,1073741827,72,41
2233,73,805306368,73,42
2233,73,805306369,73,205
2233,73,805306370,73,207
2233,73,805306371,73,329
2233,73,1073741824,73,328
2233,73,1073741825,73,206
2233,73,1073741826,73,204
2233,73,1073741827,73,41
2233,74,805306368,74,42
2233,74,805306369,74,329
2233,74,805306370,74,356
2233,74,1073741824,74,355
2233,74,1073741825,74,328
2233,74,1073741826,74,41
2233,75,805306368,75,42
2233,75,805306369,75,330
2233,75,805306370,75,350
2233,75,1073741824,75,349
2233,75,1073741825,75,329
2233,75,1073741826,75,41
2233,76,805306368,76,42
2233,76,805306369,76,330
2233,76,805306370,76,342
2233,76,1073741824,76,341
2233,76,1073741825,76,329
2233,76,1073741826,76,41
2233,77,805306368,77,43
2233,77,805306369,77,331
2233,77,805306370,77,334
2233,77,1073741824,77,333
2233,77,1073741825,77,330
2233,77,1073741826,77,42
2233,78,805306368,78,43
2233,78,1073741824,78,42
2233,79,805306368,79,43
2233,79,1073741824,79,42
2233,80,805306368,80,44
2233,80,1073741824,80,43
2233,81,805306368,81,44
2233,81,1073741824,81,43
2233,82,805306368,82,44
2233,82,1073741824,82,43
2233,83,805306368,83,45
2233,83,1073741824,83,44
2233,84,805306368,84,45
2233,84,805306369,84,47
2233,84,805306370,84,48
2233,84,1073741824,84,47
2233,84,1073741825,84,46
2233,84,1073741826,84,44
2233,85,805306368,85,45
2233,85,805306369,85,47
2233,85,805306370,85,49
2233,85,1073741824,85,48
2233,85,1073741825,85,46
2233,85,1073741826,85,44
2233,86,805306368,86,50
2233,86,1073741824,86,49
2233,87,805306368,87,51
2233,87,805306369,87,61
2233,87,805306370,87,62
2233,87,1073741824,87,61
2233,87,1073741825,87,60
2233,87,1073741826,87,50
2233,88,805306368,88,57
2233,88,805306369,88,60
2233,88,805306370,88,63
2233,88,805306371,88,358
2233,88,1073741824,88,357
2233,88,1073741825,88,62
2233,88,1073741826,88,59
2233,88,1073741827,88,56
2233,89,805306368,89,63
2233,89,805306369,89,354
2233,89,1073741824,89,353
2233,89,1073741825,89,62
2233,90,805306368,90,63
2233,90,805306369,90,84
2233,90,805306370,90,87
2233,90,805306371,90,350
2233,90,1073741824,90,349
2233,90,1073741825,90,86
2233,90,1073741826,90,83
2233,90,1073741827,90,62
2233,91,805306368,91,63
2233,91,805306369,91,83
2233,91,805306370,91,90
2233,91,805306371,91,167
2233,91,805306372,91,172
2233,91,805306373,91,346
2233,91,1073741824,91,345
2233,91,1073741825,91,171
2233,91,1073741826,91,166
2233,91,1073741827,91,89
2233,91,1073741828,91,82
2233,91,1073741829,91,62
2233,92,805306368,92,68
