Frame,Part of frame,Layer,X,Y
831,160,268435456,160,262
831,215,268435457,215,262
831,277,268435458,277,262
831,276,536870912,276,262
831,214,536870913,214,262
831,159,536870914,159,262
831,161,268435456,161,263
831,216,268435457,216,263
831,276,268435458,276,263
831,275,536870912,275,263
831,215,536870913,215,263
831,160,536870914,160,263
831,161,268435456,161,264
831,217,268435457,217,264
831,276,268435458,276,264
831,275,536870912,275,264
831,216,536870913,216,264
831,160,536870914,160,264
831,161,268435456,161,265
831,217,268435457,217,265
831,276,268435458,276,265
831,275,536870912,275,265
831,216,536870913,216,265
831,160,536870914,160,265
831,162,268435456,162,266
831,218,268435457,218,266
831,276,268435458,276,266
831,275,536870912,275,266
831,217,536870913,217,266
831,161,536870914,161,266
831,162,268435456,162,267
831,219,268435457,219,267
831,276,268435458,276,267
831,275,536870912,275,267
831,218,536870913,218,267
831,161,536870914,161,267
831,163,268435456,163,268
831,219,268435457,219,268
831,276,268435458,276,268
831,275,536870912,275,268
831,218,536870913,218,268
831,162,536870914,162,268
831,163,268435456,163,269
831,220,268435457,220,269
831,276,268435458,276,269
831,275,536870912,275,269
831,219,536870913,219,269
831,162,536870914,162,269
831,164,268435456,164,270
831,221,268435457,221,270
831,276,268435458,276,270
831,275,536870912,275,270
831,220,536870913,220,270
831,163,536870914,163,270
831,164,268435456,164,271
831,221,268435457,221,271
831,276,268435458,276,271
831,275,536870912,275,271
831,220,536870913,220,271
831,163,536870914,163,271
831,165,268435456,165,272
831,222,268435457,222,272
831,276,268435458,276,272
831,479,268435459,479,272
831,478,536870912,478,272
831,275,536870913,275,272
831,221,536870914,221,272
831,164,536870915,164,272
831,166,268435456,166,273
831,223,268435457,223,273
831,276,268435458,276,273
831,479,268435459,479,273
831,478,536870912,478,273
831,275,536870913,275,273
831,222,536870914,222,273
831,165,536870915,165,273
831,166,268435456,166,274
831,223,268435457,223,274
831,276,268435458,276,274
831,479,268435459,479,274
831,478,536870912,478,274
831,275,536870913,275,274
831,222,536870914,222,274
831,165,536870915,165,274
831,167,268435456,167,275
831,224,268435457,224,275
831,276,268435458,276,275
831,479,268435459,479,275
831,478,536870912,478,275
831,275,536870913,275,275
831,223,536870914,223,275
831,166,536870915,166,275
831,168,268435456,168,276
831,225,268435457,225,276
831,276,268435458,276,276
831,479,268435459,479,276
831,478,536870912,478,276
831,275,536870913,275,276
831,224,536870914,224,276
831,167,536870915,167,276
831,168,268435456,168,277
831,225,268435457,225,277
831,275,268435458,275,277
831,479,268435459,479,277
831,478,536870912,478,277
831,274,536870913,274,277
831,224,536870914,224,277
831,167,536870915,167,277
831,169,268435456,169,278
831,226,268435457,226,278
831,275,268435458,275,278
831,479,268435459,479,278
831,478,536870912,478,278
831,274,536870913,274,278
831,225,536870914,225,278
831,168,536870915,168,278
831,170,268435456,170,279
831,227,268435457,227,279
831,274,268435458,274,279
831,479,268435459,479,279
831,478,536870912,478,279
831,273,536870913,273,279
831,226,536870914,226,279
831,169,536870915,169,279
831,170,268435456,170,280
831,227,268435457,227,280
831,274,268435458,274,280
831,479,268435459,479,280
831,478,536870912,478,280
831,273,536870913,273,280
831,226,536870914,226,280
831,169,536870915,169,280
831,171,268435456,171,281
831,228,268435457,228,281
831,273,268435458,273,281
831,479,268435459,479,281
831,478,536870912,478,281
831,272,536870913,272,281
831,227,536870914,227,281
831,170,536870915,170,281
831,172,268435456,172,282
831,229,268435457,229,282
831,273,268435458,273,282
831,479,268435459,479,282
831,478,536870912,478,282
831,272,536870913,272,282
831,228,536870914,228,282
831,171,536870915,171,282
831,172,268435456,172,283
831,229,268435457,229,283
831,273,268435458,273,283
831,479,268435459,479,283
831,478,536870912,478,283
831,272,536870913,272,283
831,228,536870914,228,283
831,171,536870915,171,283
831,173,268435456,173,284
831,230,268435457,230,284
831,272,268435458,272,284
831,479,268435459,479,284
831,478,536870912,478,284
831,271,536870913,271,284
831,229,536870914,229,284
831,172,536870915,172,284
831,174,268435456,174,285
831,231,268435457,231,285
831,271,268435458,271,285
831,479,268435459,479,285
831,478,536870912,478,285
831,270,536870913,270,285
831,230,536870914,230,285
831,173,536870915,173,285
831,174,268435456,174,286
831,231,268435457,231,286
831,270,268435458,270,286
831,479,268435459,479,286
831,478,536870912,478,286
831,269,536870913,269,286
831,230,536870914,230,286
831,173,536870915,173,286
831,175,268435456,175,287
831,232,268435457,232,287
831,269,268435458,269,287
831,479,268435459,479,287
831,478,536870912,478,287
831,268,536870913,268,287
831,231,536870914,231,287
831,174,536870915,174,287
831,176,268435456,176,288
831,233,268435457,233,288
831,268,268435458,268,288
831,479,268435459,479,288
831,478,536870912,478,288
831,267,536870913,267,288
831,232,536870914,232,288
831,175,536870915,175,288
831,177,268435456,177,289
831,241,268435457,241,289
831,267,268435458,267,289
831,479,268435459,479,289
831,478,536870912,478,289
831,266,536870913,266,289
831,240,536870914,240,289
831,176,536870915,176,289
831,177,268435456,177,290
831,255,268435457,255,290
831,266,268435458,266,290
831,478,268435459,478,290
831,477,536870912,477,290
831,265,536870913,265,290
831,254,536870914,254,290
831,176,536870915,176,290
831,178,268435456,178,291
831,259,268435457,259,291
831,265,268435458,265,291
831,478,268435459,478,291
831,477,536870912,477,291
831,264,536870913,264,291
831,258,536870914,258,291
831,177,536870915,177,291
831,179,268435456,179,292
831,262,268435457,262,292
831,264,268435458,264,292
831,478,268435459,478,292
831,477,536870912,477,292
831,263,536870913,263,292
831,261,536870914,261,292
831,178,536870915,178,292
831,179,268435456,179,293
831,478,268435457,478,293
831,477,536870912,477,293
831,178,536870913,178,293
831,180,268435456,180,294
831,478,268435457,478,294
831,477,536870912,477,294
831,179,536870913,179,294
831,181,268435456,181,295
831,478,268435457,478,295
831,477,536870912,477,295
831,180,536870913,180,295
